Above 50,company_category_code,company_country_code,company_state_code,company_region,company_city,investor_permalink,investor_name,investor_category_code,investor_country_code,investor_state_code,investor_region,investor_city,funding_round_type,funded_at,funded_month,funded_quarter,funded_year, raised_amount_usd 
no,biotech,USA,CA,San Diego,San Diego,/company/innozed,In,enterprise,FIN,,Finland - Other,,series-c+,1/28/2010,2010-01,2010-Q1,2010," $9,000,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/company/innotek,Innotek,software,DEU,,Weinstadt,Weinstadt,venture,7/10/2007,2007-07,2007-Q3,2007," $6,500,000.00 "
no,biotech,USA,NJ,Bridgewater,Bridgewater,/company/intergroup,InterGroup,,,,unknown,,venture,3/29/2010,2010-03,2010-Q1,2010," $11,500,000.00 "
no,biotech,USA,UT,Salt Lake City,Orem,/company/intermountain-health-care,Intermountain Health Care,,,,unknown,,series-b,9/5/2013,2013-09,2013-Q3,2013," $30,000,000.00 "
yes,medical,USA,MA,Boston,Waltham,/company/international-vitamin,International Vitamin,,,,unknown,,venture,1/19/2010,2010-01,2010-Q1,2010," $63,400,000.00 "
no,biotech,USA,UT,Salt Lake City,Salt Lake City,/company/invitrogen,Invitrogen,biotech,USA,CA,San Diego,Carlsbad,series-b,2/15/2008,2008-02,2008-Q1,2008," $8,000,000.00 "
no,biotech,USA,MA,Boston,Boston,/company/ipsen,Ipsen,biotech,FRA,,Paris,Boulogne-Billancourt,series-b,6/13/2012,2012-06,2012-Q2,2012," $25,000,000.00 "
no,biotech,USA,MA,Boston,Boston,/company/ipsen,Ipsen,biotech,FRA,,Paris,Boulogne-Billancourt,series-b,11/27/2012,2012-11,2012-Q4,2012," $8,000,000.00 "
no,medical,USA,CA,Santa Barbara,Santa Barbara,/company/irobot,iRobot,other,USA,MA,Boston,Bedford,venture,1/31/2012,2012-01,2012-Q1,2012," $6,000,000.00 "
no,medical,USA,CA,Santa Barbara,Santa Barbara,/company/irobot,iRobot,other,USA,MA,Boston,Bedford,venture,2/2/2012,2012-02,2012-Q1,2012," $6,000,000.00 "
no,biotech,USA,CA,San Diego,La Jolla,/company/jacobs-investment-company,Jacobs Investment Company,,,,unknown,,series-b,8/20/2013,2013-08,2013-Q3,2013," $5,600,000.00 "
no,biotech,USA,MA,Boston,Billerica,/company/jds-uniphase-corporation,JDS Uniphase Corporation,hardware,USA,CA,SF Bay,Milpitas,venture,12/1/2010,2010-12,2010-Q4,2010," $3,190,000.00 "
no,health,USA,WA,Seattle,Seattle,/company/kaiser-permanente,Kaiser Permanente,biotech,USA,CA,SF Bay,Oakland,venture,1/1/2010,2010-01,2010-Q1,2010," $10,000,000.00 "
no,biotech,USA,KY,Louisville,Louisville,/company/kentucky-science-and-technology-corp,Kentucky Science and Technology corp.,enterprise,USA,KY,Lexington,Lexington,series-a,8/7/2006,2006-08,2006-Q3,2006," $930,000.00 "
no,biotech,USA,CO,Denver,Boulder,/company/kmg-investment-group,KMG Investment Group,,,,unknown,,venture,8/8/2013,2013-08,2013-Q3,2013," $2,200,000.00 "
no,health,USA,CA,SF Bay,San Francisco,/company/knight-foundation,Knight Foundation,other,USA,FL,Miami,Miami,angel,6/6/2013,2013-06,2013-Q2,2013," $1,200,000.00 "
yes,biotech,USA,MA,Boston,Watertown,/company/kyowa-hakko-kirin,Kyowa Hakko Kirin,biotech,JPN,,Tokyo,Tokyo,venture,1/4/2010,2010-01,2010-Q1,2010," $124,000,000.00 "
no,biotech,USA,CA,Santa Barbara,Santa Barbara,/company/l-3-communications,L-3 Communications,mobile,USA,MA,Boston,Canton,venture,1/1/2002,2002-01,2002-Q1,2002," $5,000,000.00 "
no,health,USA,NY,New York,New York,/company/laboratory-corporation-of-america,Laboratory Corporation of America,,,,unknown,,series-a,1/17/2013,2013-01,2013-Q1,2013," $8,000,000.00 "
no,medical,USA,MA,Boston,Southborough,/company/laboratory-corporation-of-america,Laboratory Corporation of America,,,,unknown,,series-c+,2/21/2013,2013-02,2013-Q1,2013," $2,000,000.00 "
no,medical,USA,MA,Boston,Southborough,/company/laboratory-corporation-of-america,Laboratory Corporation of America,,,,unknown,,venture,7/22/2013,2013-07,2013-Q3,2013," $15,400,000.00 "
no,health,USA,CA,SF Bay,San Bruno,/company/lakeland-ventures-development,Lakeland Ventures Development,,,,unknown,,angel,4/17/2012,2012-04,2012-Q2,2012," $50,000.00 "
no,biotech,USA,TX,Houston,Houston,/company/lbs-technologies,LBS Technologies,,,,unknown,,series-a,8/30/2011,2011-08,2011-Q3,2011," $5,000,000.00 "
no,health,USA,CA,SF Bay,San Francisco,/company/leismann-partners,Leismann & Partners,,,,unknown,,angel,3/1/2012,2012-03,2012-Q1,2012," $50,000.00 "
yes,biotech,USA,CA,San Diego,San Diego,/company/leucadia-national,Leucadia National,enterprise,USA,NY,New York,New York,series-c+,3/12/2009,2009-03,2009-Q1,2009," $100,000,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/company/leucadia-national,Leucadia National,enterprise,USA,NY,New York,New York,venture,4/19/2011,2011-04,2011-Q2,2011," $50,000,000.00 "
no,biotech,USA,WA,Seattle,BOTHELL,/company/life-technologies,Life Technologies,biotech,USA,CA,San Diego,Carlsbad,series-c+,1/16/2007,2007-01,2007-Q1,2007," $3,680,000.00 "
no,biotech,USA,CA,San Diego,Encinitas,/company/life-technologies,Life Technologies,biotech,USA,CA,San Diego,Carlsbad,series-a,9/14/2010,2010-09,2010-Q3,2010," $9,400,000.00 "
no,biotech,USA,CA,San Diego,Encinitas,/company/life-technologies,Life Technologies,biotech,USA,CA,San Diego,Carlsbad,series-b,1/17/2012,2012-01,2012-Q1,2012," $17,000,000.00 "
no,biotech,USA,CA,SF Bay,San Ramon,/company/lonza-group,Lonza Group,biotech,CHE,,Basel,Basel,venture,2/14/2013,2013-02,2013-Q1,2013," $2,800,000.00 "
no,biotech,USA,NY,New York,Brooklyn,/company/magellan-health-services,Magellan Health Services,biotech,,,unknown,,venture,8/14/2013,2013-08,2013-Q3,2013,
no,biotech,USA,CA,SF Bay,Cupertino,/company/marubeni-corporation,Marubeni Corporation,,JPN,,Tokyo,Tokyo,venture,3/29/2005,2005-03,2005-Q1,2005," $4,200,000.00 "
no,biotech,USA,CA,SF Bay,Redwood City,/company/maruho,Maruho,,,,unknown,,series-b,6/11/2013,2013-06,2013-Q2,2013," $35,000,000.00 "
no,biotech,USA,MA,Boston,Medford,/company/massachusetts-life-sciences-center,Massachusetts Life Sciences Center,biotech,USA,MA,Boston,Waltham,other,5/25/2011,2011-05,2011-Q2,2011," $500,000.00 "
no,biotech,USA,MA,Boston,Boston,/company/massachusetts-life-sciences-center,Massachusetts Life Sciences Center,biotech,USA,MA,Boston,Waltham,other,5/25/2011,2011-05,2011-Q2,2011," $500,000.00 "
no,medical,USA,MA,Boston,Westborough,/company/massachusetts-life-sciences-center,Massachusetts Life Sciences Center,biotech,USA,MA,Boston,Waltham,other,5/25/2011,2011-05,2011-Q2,2011," $500,000.00 "
no,biotech,USA,MA,Boston,Auburndale,/company/massachusetts-life-sciences-center,Massachusetts Life Sciences Center,biotech,USA,MA,Boston,Waltham,other,5/25/2011,2011-05,2011-Q2,2011," $500,000.00 "
no,health,USA,MA,Boston,Boston,/company/massachusetts-life-sciences-center,Massachusetts Life Sciences Center,biotech,USA,MA,Boston,Waltham,other,1/25/2012,2012-01,2012-Q1,2012," $10,800,000.00 "
no,health,USA,MA,Boston,Boston,/company/massachusetts-life-sciences-center,Massachusetts Life Sciences Center,biotech,USA,MA,Boston,Waltham,other,1/31/2012,2012-01,2012-Q1,2012," $10,000,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/company/massachusetts-life-sciences-center,Massachusetts Life Sciences Center,biotech,USA,MA,Boston,Waltham,other,4/30/2012,2012-04,2012-Q2,2012," $330,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/company/massachusetts-life-sciences-center,Massachusetts Life Sciences Center,biotech,USA,MA,Boston,Waltham,other,5/24/2012,2012-05,2012-Q2,2012," $500,000.00 "
no,biotech,USA,CA,SF Bay,Redwood City,/company/maxygen,Maxygen,biotech,USA,CA,SF Bay,Redwood City,series-c+,8/14/2006,2006-08,2006-Q3,2006," $37,000,000.00 "
yes,biotech,USA,CA,SF Bay,Menlo Park,/company/mayo-clinic-rochester,Mayo Clinic Rochester,biotech,USA,MN,Rochester,Rochester,venture,7/19/2011,2011-07,2011-Q3,2011," $58,000,000.00 "
no,biotech,USA,CA,SF Bay,Menlo Park,/company/mayo-clinic-rochester,Mayo Clinic Rochester,biotech,USA,MN,Rochester,Rochester,series-c+,3/7/2013,2013-03,2013-Q1,2013," $48,000,000.00 "
no,medical,USA,TN,Mempis,Mempis,/company/mb-ventures,MB Ventures,,,,unknown,,series-a,12/4/2012,2012-12,2012-Q4,2012," $2,550,000.00 "
no,biotech,USA,RI,Providence,Providence,/company/mda,MDA,software,,,unknown,,venture,1/5/2012,2012-01,2012-Q1,2012," $1,000,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/company/med-pharmex,Med-Pharmex,biotech,USA,CA,Los Angeles,Pomona,venture,2/2/2009,2009-02,2009-Q1,2009,
no,biotech,USA,NY,West Hills,West Hills,/company/medical-marijuana,Medical Marijuana,,USA,CA,San Diego,San Diego,series-a,3/7/2013,2013-03,2013-Q1,2013," $1,500,000.00 "
no,biotech,USA,CA,SF Bay,Mountain View,/company/medtronic,Medtronic,biotech,USA,MN,Minneapolis,Minneapolis,series-c+,3/23/2009,2009-03,2009-Q1,2009," $47,000,000.00 "
no,medical,USA,GA,Atlanta,Atlanta,/company/medtronic,Medtronic,biotech,USA,MN,Minneapolis,Minneapolis,series-c+,10/9/2009,2009-10,2009-Q4,2009," $22,100,000.00 "
no,medical,USA,MA,Boston,Bedford,/company/medtronic,Medtronic,biotech,USA,MN,Minneapolis,Minneapolis,venture,1/7/2010,2010-01,2010-Q1,2010," $16,500,000.00 "
no,biotech,USA,MA,Boston,Lexington,/company/medtronic,Medtronic,biotech,USA,MN,Minneapolis,Minneapolis,venture,1/7/2010,2010-01,2010-Q1,2010,
no,medical,USA,NH,Portsmouth,Portsmouth,/company/medtronic,Medtronic,biotech,USA,MN,Minneapolis,Minneapolis,venture,1/7/2010,2010-01,2010-Q1,2010," $15,000,000.00 "
no,biotech,USA,NC,Raleigh-Durham,Chapel Hill,/company/medtronic,Medtronic,biotech,USA,MN,Minneapolis,Minneapolis,venture,9/10/2007,2007-09,2007-Q3,2007," $3,750,000.00 "
no,medical,USA,CA,SF Bay,Menlo Park,/company/medtronic,Medtronic,biotech,USA,MN,Minneapolis,Minneapolis,venture,11/1/2010,2010-11,2010-Q4,2010," $30,000,000.00 "
no,medical,USA,WA,Seattle,Seattle,/company/medtronic,Medtronic,biotech,USA,MN,Minneapolis,Minneapolis,series-b,5/20/2011,2011-05,2011-Q2,2011," $3,600,000.00 "
no,medical,USA,CA,SF Bay,Menlo Park,/company/medtronic,Medtronic,biotech,USA,MN,Minneapolis,Minneapolis,series-c+,6/15/2011,2011-06,2011-Q2,2011," $30,000,000.00 "
no,medical,USA,CA,SF Bay,Belmont,/company/medtronic,Medtronic,biotech,USA,MN,Minneapolis,Minneapolis,series-c+,7/15/2011,2011-07,2011-Q3,2011," $24,000,000.00 "
yes,medical,USA,CA,Los Angeles,Irvine,/company/medtronic,Medtronic,biotech,USA,MN,Minneapolis,Minneapolis,series-c+,11/29/2011,2011-11,2011-Q4,2011," $65,000,000.00 "
no,health,USA,MA,Boston,Tewksbury,/company/medtronic,Medtronic,biotech,USA,MN,Minneapolis,Minneapolis,series-c+,5/16/2012,2012-05,2012-Q2,2012," $35,000,000.00 "
no,health,USA,MA,Boston,Cambridge,/company/medtronic,Medtronic,biotech,USA,MN,Minneapolis,Minneapolis,series-c+,12/17/2012,2012-12,2012-Q4,2012," $10,000,000.00 "
no,biotech,USA,UT,Salt Lake City,Salt Lake City,/company/medtronic-sofamor-danek,Medtronic Sofamor Danek,,,,unknown,,series-a,3/1/2005,2005-03,2005-Q1,2005," $4,100,000.00 "
no,health,USA,CA,SF Bay,San Francisco,/company/merck-co-inc,Merck & Co.,biotech,USA,NJ,Whitehouse Station,Whitehouse Station,private-equity,6/1/2012,2012-06,2012-Q2,2012," $4,000,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/company/merck-kgaa,Merck KGaA,biotech,DEU,,Darmstadt,Darmstadt,series-c+,2/7/2008,2008-02,2008-Q1,2008," $10,870,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/company/merck-kgaa,Merck KGaA,biotech,DEU,,Darmstadt,Darmstadt,venture,1/19/2010,2010-01,2010-Q1,2010," $4,300,000.00 "
no,biotech,USA,CA,SF Bay,South San Francisco,/company/merck-kgaa,Merck KGaA,biotech,DEU,,Darmstadt,Darmstadt,venture,4/11/2012,2012-04,2012-Q2,2012," $20,000,000.00 "
no,biotech,USA,MO,Saint Louis,St. Louis,/company/mid-america-transplant-services,Mid-America Transplant Services,,USA,MO,Saint Louis,St. Louis,series-c+,8/3/2007,2007-08,2007-Q3,2007," $8,800,000.00 "
no,biotech,USA,CT,Shelton,Shelton,/company/mitsubishi-corporation,Mitsubishi Corporation,,,,unknown,,series-c+,7/21/2010,2010-07,2010-Q3,2010," $15,000,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/company/mitsubishi-motors,Mitsubishi Motors,other,JPN,,Tokyo,Tokyo,series-b,4/15/2010,2010-04,2010-Q2,2010," $5,000,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/company/mitsui,Mitsui & Co,enterprise,JPN,,Tokyo,Tokyo,series-c+,9/24/2010,2010-09,2010-Q3,2010," $12,000,000.00 "
no,health,USA,TN,Nashville,Brentwood,/company/mitsui,Mitsui & Co,enterprise,JPN,,Tokyo,Tokyo,series-c+,1/17/2012,2012-01,2012-Q1,2012," $9,300,000.00 "
no,biotech,USA,AL,Birmingham,Birmingham,/company/mitsui,Mitsui & Co,enterprise,JPN,,Tokyo,Tokyo,venture,9/20/2012,2012-09,2012-Q3,2012," $7,000,000.00 "
no,health,USA,TN,Nashville,Brentwood,/company/mitsui,Mitsui & Co,enterprise,JPN,,Tokyo,Tokyo,series-c+,8/13/2013,2013-08,2013-Q3,2013," $15,000,000.00 "
no,biotech,USA,CA,Los Angeles,Los Angeles,/company/momentum-bioscience,Momentum Bioscience,biotech,GBR,,London,Reading,series-a,3/27/2012,2012-03,2012-Q1,2012," $12,500,000.00 "
yes,biotech,USA,CA,SF Bay,Menlo Park,/company/monsanto,Monsanto,biotech,USA,MO,Saint Louis,Saint Louis,series-c+,10/1/2009,2009-10,2009-Q4,2009," $68,000,000.00 "
no,biotech,USA,CA,SF Bay,Hayward,/company/monsanto,Monsanto,biotech,USA,MO,Saint Louis,Saint Louis,private-equity,6/13/2007,2007-06,2007-Q2,2007," $8,387,128.00 "
no,biotech,USA,MD,Washington DC,Rockville,/company/morningside,Morningside,,,,unknown,,series-b,3/24/2010,2010-03,2010-Q1,2010," $16,000,000.00 "
no,medical,USA,MO,Saint Louis,St. Louis,/company/mtc-software,MTC Software,software,USA,NY,Lockport,Lockport,angel,8/8/2013,2013-08,2013-Q3,2013," $600,000.00 "
no,biotech,USA,NJ,New York,Englewood Cliffs,/company/musclepharm,MusclePharm,health,USA,CO,Denver,Denver,series-a,9/4/2013,2013-09,2013-Q3,2013," $2,000,000.00 "
no,biotech,USA,,SF Bay,Fremont,/company/mylan-inc,Mylan,biotech,USA,,Pittsburg,Canonsburg,series-b,6/30/2013,2013-06,2013-Q2,2013," $12,000,000.00 "
no,biotech,USA,CA,SF Bay,Emeryville,/company/nanogen,Nanogen,biotech,USA,CA,San Diego,San Diego,series-a,2/17/2009,2009-02,2009-Q1,2009," $3,100,000.00 "
no,medical,USA,VA,Washington DC,Reston,/company/nanotechnology-institute-in-philadelphia-pennsylvania,Nanotechnology Institute in Philadelphia Pennsylvania,,,,unknown,,other,3/26/2013,2013-03,2013-Q1,2013," $50,000.00 "
no,biotech,USA,IN,Indianapolis,Indianapolis,/company/nantworks,NantWorks,semiconductor,USA,CA,Los Angeles,Los Angeles,series-a,3/28/2012,2012-03,2012-Q1,2012," $30,000,000.00 "
no,biotech,USA,CA,Los Angeles,Pasadena,/company/national-institute-for-allergy-and-infectious-disease,National Institute for Allergy and Infectious Disease,other,USA,MD,Washington DC,Bethesda,other,10/4/2010,2010-10,2010-Q4,2010," $1,960,000.00 "
no,biotech,USA,IL,Champaign,Champaign,/company/national-institute-for-allergy-and-infectious-disease,National Institute for Allergy and Infectious Disease,other,USA,MD,Washington DC,Bethesda,other,5/1/2012,2012-05,2012-Q2,2012," $1,680,000.00 "
no,biotech,USA,MA,Boston,Watertown,/company/national-institute-on-drug-abuse-nida,National Institute on Drug Abuse (NIDA),other,USA,MD,Washington DC,Bethesda,other,8/17/2010,2010-08,2010-Q3,2010," $3,000,000.00 "
no,biotech,USA,CA,SF Bay,Redwood City,/company/national-institutes-of-health-nih,National Institutes of Health (NIH),other,USA,MD,Washington DC,Bethesda,other,4/27/2011,2011-04,2011-Q2,2011," $2,000,000.00 "
no,biotech,USA,RI,East Providence,East Providence,/company/national-institutes-of-health-nih,National Institutes of Health (NIH),other,USA,MD,Washington DC,Bethesda,venture,9/5/2012,2012-09,2012-Q3,2012," $750,000.00 "
no,biotech,USA,FL,Port Saint Lucie,Port Saint Lucie,/company/national-institutes-of-health-nih,National Institutes of Health (NIH),other,USA,MD,Washington DC,Bethesda,other,7/15/2013,2013-07,2013-Q3,2013," $3,600,000.00 "
no,biotech,USA,NY,New York,New York,/company/national-institutes-of-health-nih,National Institutes of Health (NIH),other,USA,MD,Washington DC,Bethesda,other,9/11/2013,2013-09,2013-Q3,2013," $1,700,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/company/national-institutes-of-health-nih,National Institutes of Health (NIH),other,USA,MD,Washington DC,Bethesda,other,9/25/2013,2013-09,2013-Q3,2013," $1,750,000.00 "
no,medical,USA,CA,SF Bay,San Francisco,/company/nbcuniversal,NBC Universal,web,USA,,United States - Other,,series-b,7/1/2007,2007-07,2007-Q3,2007," $21,000,000.00 "
no,biotech,USA,CA,SF Bay,Redwood City,/company/nektar-therapeutics,Nektar Therapeutics,biotech,USA,CA,SF Bay,San Carlos,series-a,7/3/2008,2008-07,2008-Q3,2008," $18,000,000.00 "
no,biotech,USA,WA,Seattle,Seattle,/company/niaid,NIAID,,,,unknown,,other,8/15/2013,2013-08,2013-Q3,2013," $16,000,000.00 "
no,health,USA,CA,SF Bay,San Francisco,/company/nike,Nike,other,USA,OR,Portland,Beaverton,other,1/4/2011,2011-01,2011-Q1,2011," $500,000.00 "
no,medical,USA,MA,Boston,Boston,/company/nippon-life-insurance-company-of-japan,Nippon Life Insurance Company of Japan,,,,unknown,,venture,4/14/2011,2011-04,2011-Q2,2011,
no,medical,USA,CA,SF Bay,Fremont,/company/nitinol-devices-components,Nitinol Devices & Components,medical,USA,CA,SF Bay,Fremont,series-a,6/6/2011,2011-06,2011-Q2,2011," $2,700,000.00 "
no,health,USA,NM,Albuquerque,Albuquerque,/company/nokia-siemens-networks,Nokia Siemens Networks,semiconductor,FIN,,Espoo,Espoo,series-b,9/15/2011,2011-09,2011-Q3,2011," $19,000,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/company/northrop-grumman,Northrop Grumman,security,USA,CA,Los Angeles,Los Angeles,series-c+,7/11/2011,2011-07,2011-Q3,2011," $15,000,000.00 "
no,health,USA,CA,SF Bay,Palo Alto,/company/ooga-labs,Ooga Labs,web,USA,CA,SF Bay,Palo Alto,series-a,3/12/2012,2012-03,2012-Q1,2012," $7,500,000.00 "
no,health,USA,CA,SF Bay,Palo Alto,/company/ooga-labs,Ooga Labs,web,USA,CA,SF Bay,Palo Alto,angel,12/1/2010,2010-12,2010-Q4,2010," $1,000,000.00 "
no,biotech,USA,CT,New Haven,New Haven,/company/opgen,OpGen,biotech,USA,MD,Washington DC,Gaithersburg,venture,3/22/2012,2012-03,2012-Q1,2012," $2,560,000.00 "
no,biotech,USA,CA,San Diego,La Jolla,/company/opko-health,OPKO Health,biotech,USA,FL,Miami,Miami,venture,11/4/2010,2010-11,2010-Q4,2010," $2,000,000.00 "
no,biotech,USA,WI,Madison,Madison,/company/orbital-biosciences,Orbital Biosciences,,,,unknown,,venture,11/24/2009,2009-11,2009-Q4,2009," $1,400,000.00 "
no,health,USA,GA,Atlanta,Duluth,/company/coinstar,Outerwall,,USA,WA,Seattle,Bellevue,venture,3/21/2011,2011-03,2011-Q1,2011,
no,biotech,USA,CA,SF Bay,San Jose,/company/pentagram,Pentagram,consulting,,,unknown,,venture,8/5/2008,2008-08,2008-Q3,2008," $2,270,000.00 "
no,biotech,USA,MA,Boston,Franklin,/company/platinum-montaur-life-sciences,Platinum Montaur Life Sciences,,USA,NY,New York,New York,venture,1/6/2011,2011-01,2011-Q1,2011," $5,500,000.00 "
no,health,USA,WA,Seattle,Seattle,/company/premera-blue-cross,Premera Blue Cross,,,,unknown,,angel,1/1/2011,2011-01,2011-Q1,2011,
no,health,USA,WA,Seattle,Seattle,/company/premera-blue-cross,Premera Blue Cross,,,,unknown,,series-a,5/9/2012,2012-05,2012-Q2,2012," $2,600,000.00 "
no,biotech,USA,MD,Washington DC,Rockville,/company/president-international-development-corporation,President International Development Corporation,,,,unknown,,series-b,3/24/2010,2010-03,2010-Q1,2010," $16,000,000.00 "
no,biotech,USA,CA,SF Bay,Foster City,/company/procter-and-gamble,Procter & Gamble,,USA,,United States - Other,,series-c+,2/4/2010,2010-02,2010-Q1,2010," $18,000,000.00 "
no,biotech,USA,CT,New Haven,New Haven,/company/purdue-pharma,Purdue Pharma,biotech,USA,CT,New York,Stamford,series-a,10/12/2009,2009-10,2009-Q4,2009," $5,000,000.00 "
no,biotech,USA,CT,New Haven,New Haven,/company/purdue-pharma,Purdue Pharma,biotech,USA,CT,New York,Stamford,series-a,7/31/2008,2008-07,2008-Q3,2008," $40,000,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/company/purdue-pharmaceutical,Purdue Pharmaceutical,,,,unknown,,venture,7/19/2012,2012-07,2012-Q3,2012," $27,500,000.00 "
no,health,USA,CA,SF Bay,San Francisco,/company/qualcomm,Qualcomm,public_relations,USA,CA,San Diego,San Diego,other,1/4/2011,2011-01,2011-Q1,2011," $500,000.00 "
no,medical,USA,TX,San Antonio,San Antonio,/company/qualcomm,Qualcomm,public_relations,USA,CA,San Diego,San Diego,venture,2/9/2012,2012-02,2012-Q1,2012,
no,biotech,USA,VA,Washington DC,Vienna,/company/ramius,Ramius,software,CAN,,Ottawa,Ottawa,venture,8/20/2009,2009-08,2009-Q3,2009," $4,400,000.00 "
no,biotech,USA,NM,Albuquerque,Albuquerque,/company/ramius,Ramius,software,CAN,,Ottawa,Ottawa,venture,3/16/2010,2010-03,2010-Q1,2010," $1,000,000.00 "
no,health,USA,MA,Boston,Boston,/company/revolution,Revolution LLC,other,USA,DC,Washington DC,Washington,series-b,11/21/2011,2011-11,2011-Q4,2011," $10,000,000.00 "
no,health,USA,CA,SF Bay,San Francisco,/company/rock-health,Rock Health,health,USA,CA,SF Bay,San Francisco,angel,5/1/2011,2011-05,2011-Q2,2011," $20,000.00 "
no,health,USA,CA,SF Bay,San Francisco,/company/rock-health,Rock Health,health,USA,CA,SF Bay,San Francisco,angel,5/1/2011,2011-05,2011-Q2,2011,
no,health,USA,CA,SF Bay,San Francisco,/company/rock-health,Rock Health,health,USA,CA,SF Bay,San Francisco,angel,5/1/2011,2011-05,2011-Q2,2011," $20,000.00 "
no,medical,USA,CA,SF Bay,San Francisco,/company/rock-health,Rock Health,health,USA,CA,SF Bay,San Francisco,angel,6/1/2011,2011-06,2011-Q2,2011,
no,medical,USA,CA,SF Bay,Palo Alto,/company/rock-health,Rock Health,health,USA,CA,SF Bay,San Francisco,series-a,6/14/2012,2012-06,2012-Q2,2012," $2,000,000.00 "
no,medical,USA,CA,SF Bay,San Francisco,/company/rock-health,Rock Health,health,USA,CA,SF Bay,San Francisco,angel,5/1/2011,2011-05,2011-Q2,2011,
